0.010890960693359375:	gps;	long,	0.0|	lat,	0.0|	fix,	False
14.380902528762817:	blue_led;	229
14.385398149490356:	motors;	89
14.39458966255188:	blue_led;	237
14.400303363800049:	motors;	93
14.409523963928223:	blue_led;	248
14.41398286819458:	motors;	97
14.422808647155762:	blue_led;	255
14.427165508270264:	motors;	100
14.440401792526245:	servo;	-23
14.445184230804443:	servo;	-22
14.449672937393188:	servo;	-18
14.454236268997192:	servo;	-17
14.46535038948059:	servo;	-16
14.469912767410278:	servo;	-14
14.474507093429565:	servo;	-13
14.479226350784302:	servo;	-11
14.483819246292114:	servo;	-10
14.4884033203125:	servo;	0
14.49313998222351:	blue_led;	245
14.497853517532349:	motors;	96
14.502772808074951:	blue_led;	240
14.507240772247314:	motors;	94
14.511739730834961:	blue_led;	234
14.516115427017212:	motors;	91
14.520551204681396:	blue_led;	230
14.525008201599121:	motors;	90
14.53190016746521:	blue_led;	196
14.538685321807861:	motors;	76
14.542822122573853:	gps;	long,	0.0|	lat,	0.0|	fix,	False
14.543390035629272:	blue_led;	192
14.547856569290161:	motors;	75
14.552337884902954:	blue_led;	182
14.55674934387207:	motors;	71
14.561195373535156:	blue_led;	165
14.565935134887695:	motors;	65
14.570401906967163:	blue_led;	156
14.574836015701294:	motors;	61
14.579309940338135:	blue_led;	152
14.583895206451416:	motors;	59
14.588501930236816:	blue_led;	133
14.592886447906494:	motors;	52
14.597416400909424:	blue_led;	118
14.601815462112427:	motors;	46
14.606600761413574:	blue_led;	110
14.611202001571655:	motors;	43
14.61739206314087:	blue_led;	108
14.622101545333862:	motors;	42
14.626599550247192:	blue_led;	102
14.631086826324463:	motors;	40
14.63558316230774:	blue_led;	87
14.640158653259277:	motors;	34
14.644773006439209:	servo;	7
14.649186134338379:	blue_led;	79
14.653544664382935:	motors;	31
14.658061504364014:	servo;	8
14.662458181381226:	blue_led;	72
14.666977643966675:	motors;	28
14.675829887390137:	blue_led;	70
14.680233001708984:	motors;	27
14.689181327819824:	blue_led;	67
14.693567991256714:	motors;	26
14.702584981918335:	blue_led;	61
14.70707368850708:	motors;	24
14.716177940368652:	blue_led;	57
14.720789909362793:	motors;	22
14.727360963821411:	servo;	0
14.731975555419922:	blue_led;	52
14.739105701446533:	motors;	20
14.741154670715332:	gps;	long,	0.0|	lat,	0.0|	fix,	False
14.743667840957642:	blue_led;	0
14.748230695724487:	motors;	0
14.753037452697754:	blue_led;	59
14.757404804229736:	motors;	-23
14.761900186538696:	servo;	-10
14.766337871551514:	blue_led;	90
14.770757913589478:	motors;	-35
14.775426387786865:	servo;	-11
14.779923677444458:	blue_led;	98
14.784379482269287:	motors;	-38
14.788949728012085:	servo;	-13
14.793387174606323:	blue_led;	110
14.797994136810303:	motors;	-43
14.802468061447144:	servo;	-17
14.808618068695068:	blue_led;	124
14.813254356384277:	motors;	-48
14.818038940429688:	servo;	-18
14.822480201721191:	blue_led;	133
14.82687783241272:	motors;	-52
14.831375122070312:	servo;	-21
14.835856437683105:	blue_led;	140
14.84021806716919:	motors;	-54
14.845049858093262:	servo;	-25
14.849955320358276:	blue_led;	155
14.85436749458313:	motors;	-61
14.863348007202148:	blue_led;	160
14.867765665054321:	motors;	-62
14.876702547073364:	blue_led;	166
14.881109237670898:	motors;	-65
14.892393589019775:	blue_led;	171
14.896825075149536:	motors;	-67
14.90577483177185:	blue_led;	174
14.910752534866333:	motors;	-68
14.919599533081055:	blue_led;	180
14.923929214477539:	motors;	-70
14.932613372802734:	blue_led;	186
14.937379360198975:	motors;	-73
14.939116477966309:	gps;	long,	0.0|	lat,	0.0|	fix,	False
14.946302890777588:	blue_led;	205
14.950740337371826:	motors;	-80
14.959550142288208:	blue_led;	210
14.964253425598145:	motors;	-82
14.973137855529785:	blue_led;	216
14.97766637802124:	motors;	-85
14.984418392181396:	blue_led;	214
14.988775730133057:	motors;	-84
14.993654251098633:	blue_led;	210
14.998129844665527:	motors;	-82
15.002561807632446:	blue_led;	197
15.006890296936035:	motors;	-77
15.011345624923706:	blue_led;	170
15.015970706939697:	motors;	-66
15.020442724227905:	blue_led;	160
15.024840593338013:	motors;	-62
15.029242515563965:	blue_led;	140
15.033541202545166:	motors;	-55
15.038096904754639:	blue_led;	104
15.042415618896484:	motors;	-40
15.046890497207642:	blue_led;	85
15.051188230514526:	motors;	-33
15.055579662322998:	blue_led;	61
15.059863805770874:	motors;	-24
15.064385414123535:	blue_led;	0
15.06878924369812:	motors;	0
15.075175523757935:	blue_led;	51
15.079686403274536:	motors;	20
15.08405327796936:	blue_led;	63
15.090471029281616:	motors;	24
15.095148801803589:	blue_led;	68
15.100139856338501:	motors;	26
15.104541540145874:	blue_led;	73
15.108976602554321:	motors;	28
15.113511800765991:	blue_led;	82
15.118173122406006:	motors;	32
15.122586727142334:	blue_led;	114
15.126914262771606:	motors;	44
15.131273031234741:	blue_led;	126
15.138431549072266:	motors;	49
15.140273094177246:	gps;	long,	0.0|	lat,	0.0|	fix,	False
15.142922401428223:	blue_led;	136
15.147508382797241:	motors;	53
15.151968717575073:	blue_led;	147
15.156326532363892:	motors;	57
15.161010026931763:	blue_led;	161
15.16532039642334:	motors;	63
15.169699668884277:	blue_led;	172
15.174023151397705:	motors;	67
15.178477764129639:	blue_led;	184
15.182830572128296:	motors;	72
15.18857216835022:	blue_led;	208
15.19308066368103:	motors;	81
15.197929859161377:	blue_led;	226
15.202370643615723:	motors;	88
15.206730842590332:	blue_led;	230
15.211105108261108:	motors;	90
15.22019338607788:	blue_led;	255
15.224560737609863:	motors;	100
15.269963502883911:	servo;	-24
15.27473783493042:	servo;	-21
15.279277324676514:	servo;	0
15.284188032150269:	servo;	-10
15.290138244628906:	blue_led;	245
15.294520616531372:	motors;	96
15.303227663040161:	blue_led;	229
15.30767035484314:	motors;	90
15.313518524169922:	servo;	-13
15.318162441253662:	blue_led;	114
15.32274317741394:	motors;	44
15.327165603637695:	servo;	-11
15.331545352935791:	blue_led;	72
15.335843324661255:	motors;	28
15.340176582336426:	servo;	0
15.344509601593018:	blue_led;	0
15.34889030456543:	motors;	0
15.442805290222168:	imu;	yaw,	-6.156649589538574|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
15.538025856018066:	gps;	long,	0.0|	lat,	0.0|	fix,	False
15.73720383644104:	gps;	long,	0.0|	lat,	0.0|	fix,	False
15.780373811721802:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
15.830494403839111:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
15.930348634719849:	imu;	yaw,	-6.162103176116943|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
15.93913722038269:	gps;	long,	0.0|	lat,	0.0|	fix,	False
15.959716081619263:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
15.97996735572815:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
16.137649297714233:	gps;	long,	0.0|	lat,	0.0|	fix,	False
16.28022289276123:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
16.33826756477356:	gps;	long,	0.0|	lat,	0.0|	fix,	False
16.51081681251526:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
16.537251234054565:	gps;	long,	0.0|	lat,	0.0|	fix,	False
16.73771357536316:	gps;	long,	0.0|	lat,	0.0|	fix,	False
16.937528133392334:	gps;	long,	0.0|	lat,	0.0|	fix,	False
17.137285947799683:	gps;	long,	0.0|	lat,	0.0|	fix,	False
17.53771996498108:	gps;	long,	0.0|	lat,	0.0|	fix,	False
17.739593505859375:	gps;	long,	0.0|	lat,	0.0|	fix,	False
17.93904972076416:	gps;	long,	0.0|	lat,	0.0|	fix,	False
18.138768911361694:	gps;	long,	0.0|	lat,	0.0|	fix,	False
18.54144835472107:	gps;	long,	0.0|	lat,	0.0|	fix,	False
18.740228414535522:	gps;	long,	0.0|	lat,	0.0|	fix,	False
18.938244104385376:	gps;	long,	0.0|	lat,	0.0|	fix,	False
19.09195113182068:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
19.137606620788574:	gps;	long,	0.0|	lat,	0.0|	fix,	False
19.283673524856567:	pan_servo;	-13
19.291674613952637:	pan_servo;	-29
19.29976773262024:	pan_servo;	-37
19.305564403533936:	pan_servo;	-44
19.31124186515808:	pan_servo;	-45
19.319173336029053:	tilt_servo;	-10
19.33154559135437:	tilt_servo;	-11
19.420965909957886:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
19.427517414093018:	tilt_servo;	-10
19.431543111801147:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
19.44152307510376:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
19.447967767715454:	tilt_servo;	0
19.527124166488647:	tilt_servo;	-11
19.53536033630371:	tilt_servo;	-14
19.538197994232178:	gps;	long,	0.0|	lat,	0.0|	fix,	False
19.54802441596985:	tilt_servo;	-16
19.560458183288574:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
19.5757999420166:	tilt_servo;	-18
19.586099863052368:	tilt_servo;	-19
19.591938018798828:	pan_servo;	-44
19.59644651412964:	tilt_servo;	-20
19.601072072982788:	pan_servo;	-39
19.60567808151245:	tilt_servo;	-30
19.611618041992188:	pan_servo;	-37
19.616031169891357:	tilt_servo;	-34
19.620403289794922:	pan_servo;	-36
19.62488889694214:	tilt_servo;	-37
19.629355430603027:	pan_servo;	-29
19.63373589515686:	tilt_servo;	-45
19.639660835266113:	pan_servo;	-23
19.64406943321228:	pan_servo;	-20
19.648547410964966:	pan_servo;	-11
19.65289568901062:	pan_servo;	0
19.738068103790283:	gps;	long,	0.0|	lat,	0.0|	fix,	False
19.938355445861816:	gps;	long,	0.0|	lat,	0.0|	fix,	False
19.970330953598022:	imu;	yaw,	-6.161012172698975|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
20.13867688179016:	gps;	long,	0.0|	lat,	0.0|	fix,	False
20.17121458053589:	pan_servo;	15
20.17569875717163:	tilt_servo;	-40
20.181336879730225:	pan_servo;	19
20.186023950576782:	tilt_servo;	-34
20.19195032119751:	pan_servo;	21
20.196446418762207:	tilt_servo;	-30
20.200874090194702:	pan_servo;	27
20.205313682556152:	tilt_servo;	-25
20.215806484222412:	pan_servo;	32
20.22048783302307:	tilt_servo;	-17
20.227622747421265:	pan_servo;	42
20.232078075408936:	tilt_servo;	0
20.237843990325928:	pan_servo;	43
20.540215492248535:	gps;	long,	0.0|	lat,	0.0|	fix,	False
20.647979974746704:	tilt_servo;	9
20.656056880950928:	tilt_servo;	10
20.661741495132446:	tilt_servo;	12
20.667580366134644:	tilt_servo;	14
20.673213243484497:	tilt_servo;	18
20.695907592773438:	tilt_servo;	23
20.70387840270996:	tilt_servo;	38
20.709645986557007:	tilt_servo;	39
20.715511083602905:	tilt_servo;	43
20.72824454307556:	pan_servo;	42
20.740787029266357:	gps;	long,	0.0|	lat,	0.0|	fix,	False
20.741546869277954:	pan_servo;	34
20.747252941131592:	pan_servo;	25
20.75541400909424:	pan_servo;	17
20.76336669921875:	pan_servo;	11
20.768946170806885:	pan_servo;	8
20.775750160217285:	pan_servo;	0
20.879379749298096:	pan_servo;	-10
20.89217758178711:	pan_servo;	-13
20.903587341308594:	pan_servo;	-19
20.911543369293213:	pan_servo;	-21
20.919418334960938:	pan_servo;	-23
20.941362857818604:	gps;	long,	0.0|	lat,	0.0|	fix,	False
20.956939697265625:	tilt_servo;	42
20.967068910598755:	tilt_servo;	41
20.977001190185547:	tilt_servo;	39
20.98137331008911:	tilt_servo;	33
20.991405487060547:	tilt_servo;	31
21.000843048095703:	tilt_servo;	27
21.006524801254272:	tilt_servo;	24
21.020097494125366:	tilt_servo;	15
21.030250072479248:	tilt_servo;	0
21.105369806289673:	pan_servo;	-21
21.11270785331726:	pan_servo;	-13
21.119526147842407:	pan_servo;	0
21.138456344604492:	gps;	long,	0.0|	lat,	0.0|	fix,	False
21.33819818496704:	gps;	long,	0.0|	lat,	0.0|	fix,	False
21.470487117767334:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
21.481329441070557:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
21.49049210548401:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
21.501299381256104:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
21.538321018218994:	gps;	long,	0.0|	lat,	0.0|	fix,	False
21.655948638916016:	pan_servo;	7
21.66190195083618:	pan_servo;	9
21.667730569839478:	pan_servo;	10
21.673577547073364:	pan_servo;	32
21.683820962905884:	pan_servo;	39
21.692119598388672:	pan_servo;	43
21.711731433868408:	tilt_servo;	9
21.7199227809906:	tilt_servo;	11
21.738157987594604:	gps;	long,	0.0|	lat,	0.0|	fix,	False
21.801076412200928:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
21.923701763153076:	pan_servo;	28
21.92845129966736:	tilt_servo;	10
21.93413543701172:	pan_servo;	0
21.93850803375244:	gps;	long,	0.0|	lat,	0.0|	fix,	False
21.938990831375122:	tilt_servo;	0
22.138760566711426:	gps;	long,	0.0|	lat,	0.0|	fix,	False
22.267866373062134:	tilt_servo;	-10
22.29673957824707:	tilt_servo;	-16
22.302630186080933:	tilt_servo;	-23
22.30828881263733:	pan_servo;	-13
22.312755823135376:	tilt_servo;	-29
22.31866216659546:	pan_servo;	-20
22.32320547103882:	tilt_servo;	-45
22.328881978988647:	pan_servo;	-19
22.333414316177368:	pan_servo;	-18
22.339042901992798:	pan_servo;	-16
22.344812393188477:	pan_servo;	-15
22.365614414215088:	pan_servo;	-16
22.372452974319458:	pan_servo;	-15
22.381757020950317:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
22.389740705490112:	pan_servo;	-14
22.42375421524048:	pan_servo;	-13
22.429553508758545:	pan_servo;	-12
22.45710062980652:	pan_servo;	-10
22.469873666763306:	pan_servo;	0
22.474568843841553:	tilt_servo;	-39
22.481046199798584:	tilt_servo;	0
22.540992975234985:	gps;	long,	0.0|	lat,	0.0|	fix,	False
22.740575790405273:	gps;	long,	0.0|	lat,	0.0|	fix,	False
22.81105399131775:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
22.939857482910156:	gps;	long,	0.0|	lat,	0.0|	fix,	False
23.137924909591675:	gps;	long,	0.0|	lat,	0.0|	fix,	False
23.21115231513977:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
23.27280020713806:	tilt_servo;	9
23.279889345169067:	tilt_servo;	13
23.291253089904785:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
23.29224991798401:	tilt_servo;	18
23.30033779144287:	tilt_servo;	21
23.312201976776123:	tilt_servo;	24
23.320084810256958:	tilt_servo;	26
23.32573413848877:	tilt_servo;	27
23.332656145095825:	tilt_servo;	28
23.340871572494507:	tilt_servo;	31
23.352615356445312:	tilt_servo;	35
23.361281633377075:	tilt_servo;	37
23.367108821868896:	tilt_servo;	39
23.37275457382202:	tilt_servo;	41
23.381061553955078:	tilt_servo;	43
23.541406393051147:	gps;	long,	0.0|	lat,	0.0|	fix,	False
23.551230907440186:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
23.561562061309814:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
23.660418272018433:	pan_servo;	10
23.67244529724121:	pan_servo;	16
23.680434942245483:	pan_servo;	21
23.692212343215942:	pan_servo;	31
23.700143337249756:	pan_servo;	35
23.712703943252563:	pan_servo;	37
23.736656427383423:	pan_servo;	40
23.73859930038452:	gps;	long,	0.0|	lat,	0.0|	fix,	False
23.748138666152954:	pan_servo;	43
23.939182996749878:	gps;	long,	0.0|	lat,	0.0|	fix,	False
24.088552474975586:	pan_servo;	42
24.10104489326477:	pan_servo;	37
24.107388734817505:	pan_servo;	34
24.113438606262207:	pan_servo;	31
24.119168281555176:	pan_servo;	21
24.123904705047607:	tilt_servo;	42
24.129976987838745:	pan_servo;	14
24.134679555892944:	tilt_servo;	40
24.138145446777344:	gps;	long,	0.0|	lat,	0.0|	fix,	False
24.13941192626953:	pan_servo;	0
24.144108533859253:	tilt_servo;	37
24.150357961654663:	pan_servo;	-13
24.15537691116333:	tilt_servo;	26
24.159982442855835:	pan_servo;	-24
24.164535999298096:	tilt_servo;	19
24.169200658798218:	pan_servo;	-34
24.174078702926636:	tilt_servo;	17
24.180275440216064:	pan_servo;	-45
24.1848087310791:	tilt_servo;	10
24.216201543807983:	tilt_servo;	9
24.22216010093689:	tilt_servo;	0
24.540313720703125:	gps;	long,	0.0|	lat,	0.0|	fix,	False
24.730895042419434:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
24.741901397705078:	gps;	long,	0.0|	lat,	0.0|	fix,	False
24.745052337646484:	tilt_servo;	-10
24.751161575317383:	tilt_servo;	-15
24.757030963897705:	pan_servo;	-43
24.761672496795654:	tilt_servo;	-28
24.767412185668945:	pan_servo;	-40
24.772521257400513:	tilt_servo;	-31
24.778998851776123:	pan_servo;	-37
24.78368091583252:	tilt_servo;	-37
24.78856873512268:	pan_servo;	-29
24.794058322906494:	tilt_servo;	-45
24.799964904785156:	pan_servo;	-26
24.804516792297363:	pan_servo;	-23
24.809175491333008:	pan_servo;	-21
24.81503438949585:	pan_servo;	-19
24.825551986694336:	pan_servo;	-17
24.835951566696167:	pan_servo;	-16
24.87305498123169:	pan_servo;	-14
24.88133454322815:	pan_servo;	-13
24.892305850982666:	pan_servo;	-12
24.90091323852539:	pan_servo;	-10
24.943613290786743:	gps;	long,	0.0|	lat,	0.0|	fix,	False
25.0170738697052:	pan_servo;	0
25.024417400360107:	pan_servo;	-10
25.041786193847656:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
25.044851541519165:	pan_servo;	0
25.051082611083984:	pan_servo;	-10
25.13103485107422:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
25.142842769622803:	gps;	long,	0.0|	lat,	0.0|	fix,	False
25.252554655075073:	pan_servo;	0
25.292752027511597:	pan_servo;	10
25.30120086669922:	pan_servo;	20
25.313170671463013:	pan_servo;	27
25.33643937110901:	pan_servo;	41
25.344820976257324:	pan_servo;	43
25.349574327468872:	tilt_servo;	-25
25.3556067943573:	tilt_servo;	-24
25.361295223236084:	tilt_servo;	-21
25.373332262039185:	tilt_servo;	-20
25.393007040023804:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
25.53942036628723:	gps;	long,	0.0|	lat,	0.0|	fix,	False
25.73878264427185:	gps;	long,	0.0|	lat,	0.0|	fix,	False
25.817459106445312:	pan_servo;	27
25.82803463935852:	pan_servo;	-30
25.83290433883667:	tilt_servo;	-26
25.838817596435547:	pan_servo;	-41
25.84332013130188:	tilt_servo;	-29
25.849245309829712:	pan_servo;	-42
25.859419107437134:	pan_servo;	-43
25.86404848098755:	tilt_servo;	-28
25.870033979415894:	pan_servo;	-44
25.87467885017395:	tilt_servo;	-25
25.885185480117798:	tilt_servo;	-24
25.88978600502014:	pan_servo;	-45
25.90542721748352:	tilt_servo;	-22
25.909989833831787:	tilt_servo;	-20
25.915748596191406:	tilt_servo;	-18
25.92213225364685:	tilt_servo;	-17
25.93277859687805:	tilt_servo;	-15
25.940906524658203:	gps;	long,	0.0|	lat,	0.0|	fix,	False
25.94187641143799:	tilt_servo;	-13
25.952640295028687:	tilt_servo;	-12
25.97658395767212:	tilt_servo;	-11
25.985069513320923:	tilt_servo;	-10
26.010667085647583:	tilt_servo;	0
26.138437032699585:	gps;	long,	0.0|	lat,	0.0|	fix,	False
26.339175701141357:	gps;	long,	0.0|	lat,	0.0|	fix,	False
26.53887438774109:	gps;	long,	0.0|	lat,	0.0|	fix,	False
26.617232084274292:	pan_servo;	-36
26.62566113471985:	pan_servo;	-24
26.6337149143219:	pan_servo;	39
26.640860319137573:	pan_servo;	43
26.645308017730713:	tilt_servo;	11
26.65092158317566:	tilt_servo;	20
26.6565420627594:	tilt_servo;	21
26.738635540008545:	gps;	long,	0.0|	lat,	0.0|	fix,	False
26.781750679016113:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
26.938744068145752:	gps;	long,	0.0|	lat,	0.0|	fix,	False
27.133848905563354:	tilt_servo;	22
27.138816595077515:	gps;	long,	0.0|	lat,	0.0|	fix,	False
27.153156042099:	tilt_servo;	23
27.161091089248657:	tilt_servo;	24
27.17369556427002:	tilt_servo;	25
27.18171262741089:	tilt_servo;	26
27.187458276748657:	tilt_servo;	27
27.20098066329956:	tilt_servo;	28
27.213553190231323:	tilt_servo;	30
27.221522569656372:	tilt_servo;	33
27.256949186325073:	tilt_servo;	37
27.2650249004364:	tilt_servo;	41
27.270788192749023:	tilt_servo;	42
27.2777681350708:	tilt_servo;	43
27.29742121696472:	pan_servo;	42
27.305723667144775:	pan_servo;	41
27.311540126800537:	pan_servo;	40
27.317196369171143:	pan_servo;	36
27.325174570083618:	pan_servo;	34
27.330867767333984:	pan_servo;	33
27.33769702911377:	pan_servo;	30
27.345696687698364:	pan_servo;	29
27.35130286216736:	pan_servo;	27
27.356910228729248:	pan_servo;	26
27.362495183944702:	pan_servo;	24
27.36811852455139:	pan_servo;	22
27.37373661994934:	pan_servo;	21
27.385153770446777:	pan_servo;	20
27.41737961769104:	pan_servo;	19
27.425590753555298:	pan_servo;	18
27.431392192840576:	pan_servo;	17
27.452874422073364:	pan_servo;	14
27.465453624725342:	pan_servo;	12
27.477714776992798:	pan_servo;	10
27.543097257614136:	gps;	long,	0.0|	lat,	0.0|	fix,	False
27.551154613494873:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.561264276504517:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.57119083404541:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.581239938735962:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.65126895904541:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.66115140914917:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.671864986419678:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.681740283966064:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
27.739043474197388:	gps;	long,	0.0|	lat,	0.0|	fix,	False
27.745902061462402:	pan_servo;	8
27.765154600143433:	pan_servo;	0
27.939185857772827:	gps;	long,	0.0|	lat,	0.0|	fix,	False
28.01791262626648:	pan_servo;	-10
28.08225393295288:	pan_servo;	-12
28.093728065490723:	pan_servo;	-14
28.101788759231567:	pan_servo;	-17
28.10995626449585:	pan_servo;	-18
28.115896224975586:	pan_servo;	-19
28.1217143535614:	pan_servo;	-20
28.138256549835205:	gps;	long,	0.0|	lat,	0.0|	fix,	False
28.149115800857544:	pan_servo;	-21
28.22507405281067:	pan_servo;	-22
28.231024503707886:	pan_servo;	-23
28.257941246032715:	pan_servo;	-24
28.28540849685669:	pan_servo;	-25
28.31152844429016:	pan_servo;	-26
28.33084273338318:	pan_servo;	-27
28.35426688194275:	pan_servo;	-28
28.385939359664917:	pan_servo;	-29
28.40169358253479:	pan_servo;	-30
28.429062604904175:	pan_servo;	-31
28.502617120742798:	pan_servo;	-32
28.537791967391968:	pan_servo;	-33
28.542845964431763:	gps;	long,	0.0|	lat,	0.0|	fix,	False
28.554447174072266:	tilt_servo;	42
28.58701992034912:	pan_servo;	-34
28.591986894607544:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
28.599092960357666:	pan_servo;	-36
28.60400152206421:	tilt_servo;	41
28.6135151386261:	tilt_servo;	40
28.62685775756836:	pan_servo;	-37
28.63127827644348:	tilt_servo;	39
28.655136585235596:	pan_servo;	-38
28.671910524368286:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
28.6857967376709:	tilt_servo;	38
28.7243492603302:	tilt_servo;	37
28.740407943725586:	gps;	long,	0.0|	lat,	0.0|	fix,	False
28.757185220718384:	pan_servo;	-39
28.770302057266235:	tilt_servo;	36
28.778964281082153:	tilt_servo;	35
28.783313274383545:	pan_servo;	-40
28.79652166366577:	tilt_servo;	34
28.828619241714478:	tilt_servo;	33
28.882054328918457:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
28.912299633026123:	tilt_servo;	32
28.917202711105347:	pan_servo;	-41
28.940923929214478:	tilt_servo;	31
28.94246816635132:	gps;	long,	0.0|	lat,	0.0|	fix,	False
28.945443153381348:	pan_servo;	-42
28.949886083602905:	tilt_servo;	29
28.964369535446167:	pan_servo;	-43
28.968994855880737:	tilt_servo;	28
28.98635721206665:	tilt_servo;	27
28.996464490890503:	tilt_servo;	26
29.005200624465942:	tilt_servo;	27
29.009580373764038:	pan_servo;	-44
29.014067888259888:	tilt_servo;	26
29.051008701324463:	tilt_servo;	25
29.07419490814209:	tilt_servo;	24
29.084109783172607:	tilt_servo;	25
29.089824438095093:	tilt_servo;	24
29.140421152114868:	gps;	long,	0.0|	lat,	0.0|	fix,	False
29.273547887802124:	tilt_servo;	23
29.282269716262817:	tilt_servo;	22
29.287935256958008:	pan_servo;	-45
29.292607307434082:	tilt_servo;	21
29.30164098739624:	tilt_servo;	20
29.31166958808899:	tilt_servo;	19
29.337880611419678:	tilt_servo;	18
29.34589385986328:	tilt_servo;	17
29.39531373977661:	tilt_servo;	16
29.41000270843506:	tilt_servo;	15
29.415961742401123:	tilt_servo;	14
